1.6475041969389968e+09	INFO	controller-runtime.metrics	Metrics server is starting to listen	{"addr": ":8040"}
1.647504196939658e+09	INFO	setup	starting manager
1.6475041969401264e+09	INFO	Starting server	{"path": "/metrics", "kind": "metrics", "addr": "[::]:8040"}
1.6475041969402149e+09	INFO	controller.redis	Starting EventSource	{"reconciler group": "redis.redis.opstreelabs.in", "reconciler kind": "Redis", "source": "kind source: *v1beta1.Redis"}
1.647504196940256e+09	INFO	controller.redis	Starting Controller	{"reconciler group": "redis.redis.opstreelabs.in", "reconciler kind": "Redis"}
1.647504196940299e+09	INFO	Starting server	{"kind": "health probe", "addr": "[::]:8041"}
1.6475041969404423e+09	INFO	controller.rediscluster	Starting EventSource	{"reconciler group": "redis.redis.opstreelabs.in", "reconciler kind": "RedisCluster", "source": "kind source: *v1beta1.RedisCluster"}
1.6475041969404743e+09	INFO	controller.rediscluster	Starting Controller	{"reconciler group": "redis.redis.opstreelabs.in", "reconciler kind": "RedisCluster"}
1.6475041970422814e+09	INFO	controller.rediscluster	Starting workers	{"reconciler group": "redis.redis.opstreelabs.in", "reconciler kind": "RedisCluster", "worker count": 1}
1.6475041970423136e+09	INFO	controller.redis	Starting workers	{"reconciler group": "redis.redis.opstreelabs.in", "reconciler kind": "Redis", "worker count": 1}
1.647504197042444e+09	INFO	controllers.RedisCluster	Reconciling opstree redis Cluster controller	{"Request.Namespace": "default", "Request.Name": "redis-cluster"}
1.6475041970561457e+09	INFO	controller_redis	Redis statefulset get action was successful	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-leader"}
1.6475041970913537e+09	INFO	controller_redis	Reconciliation Complete, no Changes required.	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-leader"}
1.647504197099371e+09	INFO	controller_redis	Redis service get action is successful	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-leader-headless"}
1.6475041971031337e+09	INFO	controller_redis	Redis service is already in-sync	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-leader-headless"}
1.6475041971089718e+09	INFO	controller_redis	Redis service get action is successful	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-leader"}
1.647504197111779e+09	INFO	controller_redis	Redis service is already in-sync	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-leader"}
1.6475041971152108e+09	INFO	controller_redis	Redis PodDisruptionBudget get action failed	{"Request.PodDisruptionBudget.Namespace": "default", "Request.PodDisruptionBudget.Name": "redis-cluster-leader"}
1.6475041971152582e+09	INFO	controller_redis	Reconciliation Successful, no PodDisruptionBudget Found.	{"Request.PodDisruptionBudget.Namespace": "default", "Request.PodDisruptionBudget.Name": "redis-cluster-leader"}
1.647504197123024e+09	INFO	controller_redis	Redis statefulset get action was successful	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-follower"}
1.647504197131283e+09	INFO	controller_redis	Reconciliation Complete, no Changes required.	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-follower"}
1.647504197137687e+09	INFO	controller_redis	Redis service get action is successful	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-follower-headless"}
1.6475041971406443e+09	INFO	controller_redis	Redis service is already in-sync	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-follower-headless"}
1.647504197149342e+09	INFO	controller_redis	Redis service get action is successful	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-follower"}
1.6475041971518667e+09	INFO	controller_redis	Redis service is already in-sync	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-follower"}
1.647504197155304e+09	INFO	controller_redis	Redis PodDisruptionBudget get action failed	{"Request.PodDisruptionBudget.Namespace": "default", "Request.PodDisruptionBudget.Name": "redis-cluster-follower"}
1.6475041971553845e+09	INFO	controller_redis	Reconciliation Successful, no PodDisruptionBudget Found.	{"Request.PodDisruptionBudget.Namespace": "default", "Request.PodDisruptionBudget.Name": "redis-cluster-follower"}
1.6475041971644347e+09	INFO	controller_redis	Redis statefulset get action was successful	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-leader"}
1.6475041971707814e+09	INFO	controller_redis	Redis statefulset get action was successful	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-follower"}
1.6475041971708312e+09	INFO	controllers.RedisCluster	Creating redis cluster by executing cluster creation commands	{"Request.Namespace": "default", "Request.Name": "redis-cluster", "Leaders.Ready": "3", "Followers.Ready": "3"}
1.6475041971773813e+09	INFO	controller_redis	Successfully got the ip for redis	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster-leader-0", "ip": "10.168.1.13"}
1.647504197178778e+09	INFO	controller_redis	Redis cluster nodes are listed	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster", "Output": "cdeabfc603575b19988b3899cbd7cf011a8b28ef 10.168.2.102:6379@16379 slave 67f700a51dba7aeb6c5a3e6f0af25656a3fd40a3 0 1647504194760 3 connected\need0f06e407a8fc9620d23d17461a8a990a8cde9 10.168.0.36:6379@16379 master - 0 1647504196271 2 connected 5461-10922\nc8d33dd9670141e8668f01f58d531caa8d81f4ce 10.168.1.14:6379@16379 slave eed0f06e407a8fc9620d23d17461a8a990a8cde9 0 1647504195565 2 connected\n024e2dd74f7fe8916a636a9c67dcf61c108a9a48 10.168.1.13:6379@16379 myself,master - 0 1647504194000 1 connected 0-5460\n67f700a51dba7aeb6c5a3e6f0af25656a3fd40a3 10.168.2.103:6379@16379 master - 0 1647504195264 3 connected 10923-16383\nd603002e124a57e804fa6381f262e36ed2f605c3 10.168.0.35:6379@16379 slave 024e2dd74f7fe8916a636a9c67dcf61c108a9a48 0 1647504196776 1 connected\n"}
1.6475041971788516e+09	INFO	controller_redis	Total number of redis nodes are	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster", "Nodes": "6"}
1.6475041971788604e+09	INFO	controllers.RedisCluster	Redis leader count is desired	{"Request.Namespace": "default", "Request.Name": "redis-cluster"}
1.647504197185417e+09	INFO	controller_redis	Successfully got the ip for redis	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster-leader-0", "ip": "10.168.1.13"}
1.647504197186799e+09	INFO	controller_redis	Redis cluster nodes are listed	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster", "Output": "cdeabfc603575b19988b3899cbd7cf011a8b28ef 10.168.2.102:6379@16379 slave 67f700a51dba7aeb6c5a3e6f0af25656a3fd40a3 0 1647504194760 3 connected\need0f06e407a8fc9620d23d17461a8a990a8cde9 10.168.0.36:6379@16379 master - 0 1647504196271 2 connected 5461-10922\nc8d33dd9670141e8668f01f58d531caa8d81f4ce 10.168.1.14:6379@16379 slave eed0f06e407a8fc9620d23d17461a8a990a8cde9 0 1647504195565 2 connected\n024e2dd74f7fe8916a636a9c67dcf61c108a9a48 10.168.1.13:6379@16379 myself,master - 0 1647504194000 1 connected 0-5460\n67f700a51dba7aeb6c5a3e6f0af25656a3fd40a3 10.168.2.103:6379@16379 master - 0 1647504195264 3 connected 10923-16383\nd603002e124a57e804fa6381f262e36ed2f605c3 10.168.0.35:6379@16379 slave 024e2dd74f7fe8916a636a9c67dcf61c108a9a48 0 1647504196776 1 connected\n"}
